category_a_id,category_a_key,category_a,pool_a,category_b_id,category_b_key,category_b,pool_b,overlap_count,overlap_words,overlap_share_a,overlap_share_b,severity,recommended_action
51,farm_bird_words,POULTRY,12,269,livestock,LIVESTOCK,17,4,chicken | duck | guinea fowl | turkey,0.3333,0.2353,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
996,fasteners,FASTENERS,18,1006,things_that_cut,SHARP THINGS,18,4,hook | nail | pin | tack,0.2222,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
996,fasteners,FASTENERS,18,1007,things_that_stick_out,HAMMERED THINGS,13,4,bolt | nail | rivet | tack,0.2222,0.3077,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
960,file_types,FILE WORDS,16,962,email_words,EMAIL WORDS,16,4,archive | attachment | draft | trash,0.25,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
662,flowers,FLOWERS,25,768,houseplants,HOUSEPLANTS,18,4,begonia | geranium | orchid | Violet,0.16,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
31,flying_animals,FLYING ANIMALS,26,53,pests,PESTS,20,4,mosquito | moth | pigeon | wasp,0.1538,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
31,flying_animals,FLYING ANIMALS,26,62,waterfowl,WATERFOWL,14,4,duck | goose | pelican | swan,0.1538,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
290,fruits,FRUITS,26,334,pie_types,PIE TYPES,15,4,apple | blueberry | cherry | peach,0.1538,0.2667,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
290,fruits,FRUITS,26,294,tropical_fruits,TROPICAL FRUITS,12,4,banana | mango | papaya | pineapple,0.1538,0.3333,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
415,furniture,FURNITURE,25,418,living_room_things,LIVING ROOM,20,4,armchair | bookshelf | ottoman | sofa,0.16,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
959,gadgets,GADGETS,18,970,office_machines,OFFICE MACHINES,14,4,phone | printer | projector | scanner,0.2222,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
673,garden_plants,GARDEN PLANTS,20,777,garden_flowers_summer,SUMMER FLOWERS,14,4,lavender | marigold | rose | sunflower,0.2,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
673,garden_plants,GARDEN PLANTS,20,791,green_things,GREEN THINGS,20,4,cucumber | Fern | lettuce | mint,0.2,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
673,garden_plants,GARDEN PLANTS,20,772,vines,VINES AND CLIMBERS,14,4,bean | cucumber | Ivy | pumpkin,0.2,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
990,garden_tools,GARDEN TOOLS,20,1024,landscaping_words,LANDSCAPING WORDS,15,4,edger | shears | sprinkler | wheelbarrow,0.2,0.2667,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
400,gardening_hobby,GARDEN HOBBY,16,1024,landscaping_words,LANDSCAPING WORDS,15,4,fertilizer | planter | stake | wheelbarrow,0.25,0.2667,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
298,grains_and_beans,GRAINS AND BEANS,15,306,soup_ingredients,SOUP INGREDIENTS,25,4,barley | corn | lentil | rice,0.2667,0.16,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
6,hand_actions,HAND ACTIONS,20,93,body_movements,BODY MOVEMENTS,20,4,clap | point | twist | wave,0.2,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
989,hand_tools,HAND TOOLS,25,1013,carpentry_words,CARPENTRY WORDS,18,4,chisel | level | plane | square,0.16,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
989,hand_tools,HAND TOOLS,25,999,workshop_things,WORKSHOP THINGS,18,4,clamp | drill | hammer | vise,0.16,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
263,harvest_words,HARVEST WORDS,15,366,things_on_a_farm,FARM THINGS,20,4,bale | crop | field | silo,0.2667,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
160,hats,HATS,18,185,world_hats,WORLD HATS,10,4,beret | bowler | sombrero | turban,0.2222,0.4,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
768,houseplants,HOUSEPLANTS,18,782,tropical_plants,TROPICAL PLANTS,14,4,bamboo | Fern | orchid | palm,0.2222,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
368,islands,ISLANDS,15,756,caribbean_places,CARIBBEAN PLACES,14,4,Barbados | Bermuda | Cuba | Jamaica,0.2667,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
35,jungle_animals,JUNGLE ANIMALS,20,903,monkeys_and_apes,MONKEYS AND APES,14,4,chimpanzee | gorilla | lemur | orangutan,0.2,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
35,jungle_animals,JUNGLE ANIMALS,20,38,reptiles,REPTILES,18,4,boa | iguana | python | snake,0.2,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
35,jungle_animals,JUNGLE ANIMALS,20,41,wild_cats,WILD CATS,13,4,jaguar | leopard | panther | tiger,0.2,0.3077,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
35,jungle_animals,JUNGLE ANIMALS,20,48,zoo_animals,ZOO ANIMALS,20,4,gorilla | monkey | sloth | tiger,0.2,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
395,knitting_words,KNITTING WORDS,14,992,sewing_supplies,SEWING SUPPLIES,18,4,hook | needle | pattern | yarn,0.2857,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
355,landforms,LANDFORMS,25,692,biomes,BIOMES,14,4,marsh | mountain | prairie | tundra,0.16,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
355,landforms,LANDFORMS,25,371,cold_places,COLD PLACES,14,4,cave | glacier | mountain | tundra,0.16,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
355,landforms,LANDFORMS,25,693,rock_formations,ROCK FORMATIONS,14,4,butte | cave | cliff | mesa,0.16,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
296,leafy_greens,LEAFY GREENS,12,305,salad_ingredients,SALAD INGREDIENTS,25,4,arugula | cabbage | lettuce | spinach,0.3333,0.16,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
576,liquids,LIQUIDS,20,853,experiments,DISSOLVING THINGS,14,4,coffee | ink | soap | syrup,0.2,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
576,liquids,LIQUIDS,20,618,vending_machine_items,VENDING MACHINE,13,4,coffee | juice | soda | water,0.2,0.3077,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
418,living_room_things,LIVING ROOM,20,428,things_that_plug_in,PLUGGED IN,20,4,clock | lamp | speaker | television,0.2,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
802,loud_things,LOUD THINGS,16,880,bell_and_alarm,ALARM SOUNDS,14,4,bell | horn | siren | whistle,0.25,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
191,manners,MANNERS WORDS,14,533,polite_words,POLITE WORDS,12,4,apologize | excuse me | please | sorry,0.2857,0.3333,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
358,map_words,MAP WORDS,20,365,directions,DIRECTIONS,20,4,east | north | south | west,0.2,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
150,midwest_cities,MIDWEST CITIES,15,361,us_cities,US CITIES,20,4,Chicago | Cleveland | Detroit | Milwaukee,0.2667,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
128,money_words,MONEY WORDS,27,445,accounting_words,ACCOUNTING WORDS,14,4,credit | debit | invoice | receipt,0.1481,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
128,money_words,MONEY WORDS,27,135,banking_words,BANKING WORDS,18,4,check | deposit | interest | loan,0.1481,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
633,monsters,SCARY CREATURES,15,982,halloween_things,HALLOWEEN THINGS,20,4,ghost | vampire | witch | zombie,0.2667,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
242,movie_words,FILM MAKING,20,243,theater_words,THEATER WORDS,20,4,box office | cast | matinee | script,0.2,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
229,music_class_things,MUSIC CLASS,14,232,musical_instruments,MUSICAL INSTRUMENTS,25,4,drum | piano | tambourine | xylophone,0.2857,0.16,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
232,musical_instruments,MUSICAL INSTRUMENTS,25,235,percussion,PERCUSSION INSTRUMENTS,14,4,cymbal | drum | tambourine | xylophone,0.16,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
690,national_parks_us,NATIONAL PARKS,15,750,us_landmarks,US LANDMARKS,15,4,Everglades | Grand Canyon | Yellowstone | Yosemite,0.2667,0.2667,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
873,nature_sounds,NATURE SOUNDS,15,878,quiet_sounds,QUIET SOUNDS,13,4,hum | patter | rustle | whisper,0.2667,0.3077,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
451,nautical_ranks,SHIP CREW,12,460,sea_jobs,SEA JOBS,14,4,boatswain | captain | deckhand | navigator,0.3333,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
34,nocturnal_animals,NOCTURNAL ANIMALS,21,53,pests,PESTS,20,4,mole | moth | mouse | raccoon,0.1905,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
34,nocturnal_animals,NOCTURNAL ANIMALS,21,40,rodents,RODENTS,16,4,beaver | hamster | mouse | porcupine,0.1905,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
28,ocean_animals,OCEAN ANIMALS,25,65,crustaceans,CRUSTACEANS,11,4,barnacle | crab | lobster | shrimp,0.16,0.3636,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
462,office_jobs,OFFICE JOBS,16,470,government_jobs,GOVERNMENT JOBS,15,4,auditor | clerk | secretary | treasurer,0.25,0.2667,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
991,office_supplies,OFFICE SUPPLIES,25,1002,art_supplies,ART SUPPLIES,20,4,ink | marker | pencil | scissors,0.16,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
916,olympic_sports,OLYMPIC SPORTS,25,940,track_events,TRACK EVENTS,14,4,hurdles | javelin | marathon | shot put,0.16,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
869,onomatopoeia,SOUND WORDS,25,877,loud_noises,LOUD NOISES,14,4,bang | boom | crash | rumble,0.16,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
869,onomatopoeia,SOUND WORDS,25,875,musical_sounds,MUSIC SOUNDS,14,4,boom | clang | jingle | ring,0.16,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
190,opposites,OPPOSITES,25,365,directions,DIRECTIONS,20,4,down | far | near | up,0.16,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
190,opposites,OPPOSITES,25,494,words_before_ball,___ BALL,20,4,hard | high | low | soft,0.16,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
190,opposites,OPPOSITES,25,518,words_before_time,___ TIME,20,4,big | day | full | night,0.16,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
998,painting_supplies,PAINTING SUPPLIES,16,1002,art_supplies,ART SUPPLIES,20,4,brush | canvas | paint | stencil,0.25,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
332,pantry_staples,PANTRY STAPLES,20,577,powders,POWDERS,15,4,baking soda | flour | salt | sugar,0.2,0.2667,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
332,pantry_staples,PANTRY STAPLES,20,792,white_things,WHITE THINGS,20,4,flour | rice | salt | sugar,0.2,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
310,pasta_shapes,PASTA SHAPES,17,324,italian_dishes,ITALIAN DISHES,20,4,gnocchi | lasagna | ravioli | spaghetti,0.2353,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
744,people_at_a_wedding,WEDDING PEOPLE,14,984,wedding_things,WEDDING THINGS,20,4,best man | bride | bridesmaid | groom,0.2857,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
272,pest_control,CROP PESTS,14,707,garden_bugs,GARDEN BUGS,16,4,aphid | beetle | caterpillar | slug,0.2857,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
53,pests,PESTS,20,707,garden_bugs,GARDEN BUGS,16,4,ant | aphid | slug | snail,0.2,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
53,pests,PESTS,20,272,pest_control,CROP PESTS,14,4,aphid | gopher | slug | weevil,0.2,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
30,pets,PETS,20,38,reptiles,REPTILES,18,4,iguana | lizard | snake | turtle,0.2,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
406,photography_hobby,PHOTOGRAPHY GEAR,14,963,photography_words,PHOTOGRAPHY WORDS,18,4,filter | flash | lens | tripod,0.2857,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
406,photography_hobby,PHOTOGRAPHY GEAR,14,888,telescope_words,TELESCOPE WORDS,14,4,filter | lens | reflector | tripod,0.2857,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
299,pie_ingredients,PIE INGREDIENTS,25,577,powders,POWDERS,15,4,cinnamon | flour | salt | sugar,0.16,0.2667,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
299,pie_ingredients,PIE INGREDIENTS,25,667,things_with_seeds,THINGS WITH SEEDS,25,4,apple | cherry | peach | pumpkin,0.16,0.16,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
334,pie_types,PIE TYPES,15,774,fruit_trees,FRUIT TREES,18,4,apple | cherry | peach | pecan,0.2667,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
334,pie_types,PIE TYPES,15,667,things_with_seeds,THINGS WITH SEEDS,25,4,apple | cherry | peach | pumpkin,0.2667,0.16,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
649,place_names_as_names,PLACE NAMES,16,748,state_capitals,STATE CAPITALS,25,4,Austin | Madison | phoenix | Trenton,0.25,0.16,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
780,plant_parts,PLANT PARTS,16,786,leaf_shapes,LEAF WORDS,14,4,bud | sprout | stalk | stem,0.25,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
50,pond_animals,POND ANIMALS,18,62,waterfowl,WATERFOWL,14,4,duck | goose | heron | swan,0.2222,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
577,powders,POWDERS,15,853,experiments,DISSOLVING THINGS,14,4,baking soda | chalk | salt | sugar,0.2667,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
577,powders,POWDERS,15,792,white_things,WHITE THINGS,20,4,chalk | flour | salt | sugar,0.2667,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
927,racing_sports,RACING SPORTS,15,940,track_events,TRACK EVENTS,14,4,hurdles | marathon | relay | sprint,0.2667,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
274,ranch_words,RANCH WORDS,15,379,wild_west,WILD WEST,20,4,corral | cowboy | horse | lasso,0.2667,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
254,reading_material,READING MATTER,20,568,things_made_of_paper,PAPER THINGS,16,4,book | map | newspaper | ticket,0.2,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
823,religious_holidays,RELIGIOUS HOLIDAYS,16,977,holidays,HOLIDAYS,20,4,Christmas | Easter | Hanukkah | Passover,0.25,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
38,reptiles,REPTILES,18,69,exotic_pets,EXOTIC PETS,12,4,gecko | iguana | python | tortoise,0.2222,0.3333,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
295,root_vegetables,ROOT VEGETABLES,13,305,salad_ingredients,SALAD INGREDIENTS,25,4,beet | carrot | onion | radish,0.3077,0.16,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
295,root_vegetables,ROOT VEGETABLES,13,306,soup_ingredients,SOUP INGREDIENTS,25,4,carrot | garlic | onion | potato,0.3077,0.16,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
386,royalty,ROYAL WORDS,20,399,chess_words,CHESS WORDS,16,4,castle | king | knight | queen,0.2,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
305,salad_ingredients,SALAD INGREDIENTS,25,774,fruit_trees,FRUIT TREES,18,4,almond | avocado | olive | walnut,0.16,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
305,salad_ingredients,SALAD INGREDIENTS,25,791,green_things,GREEN THINGS,20,4,avocado | cucumber | lettuce | spinach,0.16,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
304,sandwich_fillings,SANDWICH FILLINGS,25,326,bbq_foods,BARBECUE FOODS,20,4,chicken | coleslaw | mustard | pickle,0.16,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
304,sandwich_fillings,SANDWICH FILLINGS,25,791,green_things,GREEN THINGS,20,4,avocado | cucumber | lettuce | pickle,0.16,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
212,school_supplies,SCHOOL SUPPLIES,25,438,things_in_a_junk_drawer,JUNK DRAWER,18,4,glue | pen | scissors | tape,0.16,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
312,seafood,SEAFOOD,25,706,saltwater_fish,SALTWATER FISH,15,4,cod | mahi mahi | snapper | tuna,0.16,0.2667,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
312,seafood,SEAFOOD,25,713,shells,SEASHELLS,13,4,clam | mussel | oyster | scallop,0.16,0.3077,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
969,security_tech,SECURITY DEVICES,14,1022,locksmith_words,LOCKS & KEYS,15,4,deadbolt | keypad | lock | safe,0.2857,0.2667,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
431,sewing_and_repair,HOME REPAIR,18,1016,painting_trade,HOUSE PAINTING,14,4,caulk | putty | sandpaper | tape,0.2222,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
431,sewing_and_repair,HOME REPAIR,18,567,things_made_of_metal,METAL THINGS,18,4,hinge | nail | wire | wrench,0.2222,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
992,sewing_supplies,SEWING SUPPLIES,18,1006,things_that_cut,SHARP THINGS,18,4,hook | needle | pin | scissors,0.2222,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
193,smell_words,SMELL WORDS,15,279,perfume_words,FRAGRANCE WORDS,15,4,floral | fresh | spicy | sweet,0.2667,0.2667,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
321,snack_foods,SNACK FOODS,19,618,vending_machine_items,VENDING MACHINE,13,4,candy bar | chips | granola bar | popcorn,0.2105,0.3077,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
306,soup_ingredients,SOUP INGREDIENTS,25,773,crops,FARM CROPS,18,4,barley | corn | potato | rice,0.16,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
306,soup_ingredients,SOUP INGREDIENTS,25,673,garden_plants,GARDEN PLANTS,20,4,bean | carrot | pepper | tomato,0.16,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
306,soup_ingredients,SOUP INGREDIENTS,25,332,pantry_staples,PANTRY STAPLES,20,4,broth | pasta | rice | salt,0.16,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
306,soup_ingredients,SOUP INGREDIENTS,25,667,things_with_seeds,THINGS WITH SEEDS,25,4,bean | corn | pepper | tomato,0.16,0.16,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
147,south_american_cities,LATIN CITIES,14,751,world_cities,WORLD CITIES,25,4,Bogota | Buenos Aires | Rio de Janeiro | Santiago,0.2857,0.16,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
151,southern_cities,SOUTHERN CITIES,15,748,state_capitals,STATE CAPITALS,25,4,Atlanta | Austin | Nashville | Raleigh,0.2667,0.16,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
830,space_objects,SPACE OBJECTS,20,889,space_phenomena,SPACE PHENOMENA,12,4,black hole | nebula | quasar | supernova,0.2,0.3333,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
830,space_objects,SPACE OBJECTS,20,850,things_in_the_sky_science,ASTRONOMY WORDS,16,4,comet | constellation | galaxy | satellite,0.2,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
314,spices_and_herbs,SPICES AND HERBS,25,1062,mint_and_herbs_varieties,HERB VARIETIES,13,4,basil | cilantro | dill | oregano,0.16,0.3077,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
933,sports_gear_worn,PROTECTIVE GEAR,14,1000,safety_gear,SAFETY GEAR,14,4,goggles | harness | helmet | mask,0.2857,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
49,spotted_and_striped,STRIPED ANIMALS,14,814,striped_things,STRIPED THINGS,13,4,bee | skunk | tiger | zebra,0.2857,0.3077,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
794,sticky_things,STICKY THINGS,18,997,adhesives,GLUES AND TAPES,15,4,glue | gum | paste | tape,0.2222,0.2667,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
665,storms,STORMS,15,676,natural_disasters,NATURAL DISASTERS,16,4,blizzard | cyclone | hurricane | tornado,0.2667,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
192,taste_words,TASTE WORDS,20,193,smell_words,SMELL WORDS,15,4,smoky | sour | spicy | sweet,0.2,0.2667,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
915,team_sports,TEAM SPORTS,18,1083,world_sports,WORLD SPORTS,13,4,cricket | handball | netball | rugby,0.2222,0.3077,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
327,thanksgiving_foods,THANKSGIVING FOODS,20,1070,southern_dishes,SOUTHERN FOOD,16,4,biscuit | cornbread | gravy | pecan pie,0.2,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
422,things_in_a_garage,GARAGE THINGS,20,1030,things_with_wheels,THINGS WITH WHEELS,25,4,bike | car | lawnmower | wheelbarrow,0.2,0.16,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
422,things_in_a_garage,GARAGE THINGS,20,999,workshop_things,WORKSHOP THINGS,18,4,extension cord | shelf | toolbox | workbench,0.2,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
621,things_in_a_glove_box,GLOVE BOX,13,1042,travel_documents,TRAVEL THINGS,18,4,Charger | insurance | map | sunglasses,0.3077,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
438,things_in_a_junk_drawer,JUNK DRAWER,18,991,office_supplies,OFFICE SUPPLIES,25,4,pen | rubber band | scissors | tape,0.2222,0.16,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
617,things_in_a_purse,PURSE THINGS,15,621,things_in_a_glove_box,GLOVE BOX,13,4,Charger | gum | pen | sunglasses,0.2667,0.3077,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
677,things_in_the_forest,FOREST THINGS,20,681,things_that_grow,GROWING THINGS,18,4,leaf | moss | mushroom | tree,0.2,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
850,things_in_the_sky_science,ASTRONOMY WORDS,16,887,solar_system_words,SOLAR SYSTEM,14,4,comet | eclipse | gravity | orbit,0.25,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
850,things_in_the_sky_science,ASTRONOMY WORDS,16,891,space_measurements,SPACE MEASUREMENTS,11,4,gravity | light year | orbit | rotation,0.25,0.3636,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
850,things_in_the_sky_science,ASTRONOMY WORDS,16,1040,space_travel,SPACE TRAVEL,18,4,gravity | orbit | satellite | telescope,0.25,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
566,things_made_of_glass,GLASS THINGS,15,805,transparent_things,CLEAR THINGS,14,4,aquarium | lens | screen | window,0.2667,0.2857,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
567,things_made_of_metal,METAL THINGS,18,1022,locksmith_words,LOCKS & KEYS,15,4,chain | hinge | key | safe,0.2222,0.2667,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
366,things_on_a_farm,FARM THINGS,20,765,places_with_animals,PLACES WITH ANIMALS,16,4,barn | coop | pasture | stable,0.2,0.25,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
330,things_that_melt,MELTING THINGS,18,794,sticky_things,STICKY THINGS,18,4,caramel | frosting | marshmallow | wax,0.2222,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
330,things_that_melt,MELTING THINGS,18,679,water_states,FORMS OF WATER,18,4,glacier | ice | icicle | snow,0.2222,0.2222,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
429,things_that_open,OPENING THINGS,20,437,storage_containers,CONTAINERS,20,4,box | drawer | envelope | jar,0.2,0.2,P2,Create an explicit do-not-pair/conflict rule or curate quartets with a uniqueness solver.
