category_key,label,quartet_id,tier,tiers,position,rank_avg,words
accessories,ACCESSORIES,190,easy,easy,0.000,0.194,watch | belt | purse | gloves
security_tech,SECURITY DEVICES,10355,easy,easy,0.167,0.500,camera | alarm | sensor | motion detector
security_tech,SECURITY DEVICES,10356,easy,easy,0.250,0.600,fence | lock | siren | sensor
security_tech,SECURITY DEVICES,10357,easy,"easy,medium",0.333,0.625,monitor | fence | buzzer | motion detector
security_tech,SECURITY DEVICES,10358,medium,medium,0.417,0.625,alarm | lock | buzzer | keypad
security_tech,SECURITY DEVICES,10360,medium,medium,0.500,0.650,camera | fence | keypad | deadbolt
security_tech,SECURITY DEVICES,10361,medium,medium,0.583,0.650,badge | camera | siren | buzzer
security_tech,SECURITY DEVICES,10362,medium,medium,0.667,0.650,monitor | badge | keypad | sensor
security_tech,SECURITY DEVICES,10364,medium,medium,0.750,0.650,safe | buzzer | sensor | deadbolt
security_tech,SECURITY DEVICES,10365,hard,hard,0.833,0.650,badge | lock | motion detector | deadbolt
security_tech,SECURITY DEVICES,10359,hard,hard,0.917,0.675,monitor | alarm | siren | deadbolt
security_tech,SECURITY DEVICES,10363,hard,hard,1.000,0.700,safe | siren | keypad | motion detector
seeds_and_bulbs,SEEDS AND BULBS,10366,easy,easy,0.000,0.150,seed | bulb | pit | cutting
seeds_and_bulbs,SEEDS AND BULBS,10367,easy,easy,0.083,0.375,acorn | sprout | cutting | kernel
seeds_and_bulbs,SEEDS AND BULBS,10368,easy,easy,0.167,0.500,seed | clove | kernel | spore
seeds_and_bulbs,SEEDS AND BULBS,10371,easy,easy,0.250,0.600,pit | sprout | spore | rhizome
seeds_and_bulbs,SEEDS AND BULBS,10369,easy,"easy,medium",0.333,0.625,pit | seedling | tuber | kernel
seeds_and_bulbs,SEEDS AND BULBS,10376,medium,medium,0.417,0.625,clove | bulb | sprout | seedling
seeds_and_bulbs,SEEDS AND BULBS,10370,medium,medium,0.500,0.650,seedling | sapling | cutting | spore
seeds_and_bulbs,SEEDS AND BULBS,10372,medium,medium,0.583,0.650,clove | pit | acorn | sapling
seeds_and_bulbs,SEEDS AND BULBS,10373,medium,medium,0.667,0.650,seed | acorn | seedling | rhizome
seeds_and_bulbs,SEEDS AND BULBS,10374,medium,medium,0.750,0.650,seed | sprout | sapling | tuber
seeds_and_bulbs,SEEDS AND BULBS,10377,hard,hard,0.833,0.650,bulb | acorn | tuber | spore
seeds_and_bulbs,SEEDS AND BULBS,10378,hard,hard,0.917,0.675,bulb | sapling | kernel | rhizome
seeds_and_bulbs,SEEDS AND BULBS,10375,hard,hard,1.000,0.700,clove | tuber | cutting | rhizome
self_care,SELF CARE,10380,easy,easy,0.000,0.375,massage | skincare | manicure | spa
senses_and_perception,THE SENSES,10386,easy,easy,0.000,0.150,hearing | touch | pain | pressure
senses_and_perception,THE SENSES,10387,easy,easy,0.167,0.375,taste | sight | pain | temperature
senses_and_perception,THE SENSES,29,easy,"easy,medium",0.333,0.475,taste | sight | smell | touch
senses_and_perception,THE SENSES,10388,medium,medium,0.500,0.500,taste | smell | pressure | hunger
senses_and_perception,THE SENSES,10389,medium,medium,0.667,0.625,sight | hearing | smell | thirst
senses_and_perception,THE SENSES,10391,hard,hard,0.833,0.625,taste | touch | thirst | itch
senses_and_perception,THE SENSES,10390,hard,hard,1.000,0.650,hearing | temperature | hunger | itch
sewing_and_repair,HOME REPAIR,10393,easy,easy,0.000,0.107,nail | screw | tape | wire
sewing_and_repair,HOME REPAIR,10395,easy,easy,0.077,0.321,glue | wire | bracket | patch
sewing_and_repair,HOME REPAIR,10398,easy,easy,0.154,0.393,nail | hammer | wrench | bracket
sewing_and_repair,HOME REPAIR,10394,easy,easy,0.231,0.411,hammer | bolt | tape | patch
sewing_and_repair,HOME REPAIR,10396,easy,"easy,medium",0.308,0.411,screw | washer | wrench | patch
sewing_and_repair,HOME REPAIR,10399,easy,"easy,medium",0.385,0.429,hammer | glue | screw | hinge
sewing_and_repair,HOME REPAIR,10403,medium,medium,0.462,0.446,tape | washer | hinge | bracket
sewing_and_repair,HOME REPAIR,10404,medium,medium,0.538,0.464,hammer | wire | plunger | washer
sewing_and_repair,HOME REPAIR,10405,medium,medium,0.615,0.464,glue | tape | plunger | wrench
sewing_and_repair,HOME REPAIR,10397,medium,medium,0.692,0.500,nail | plunger | hinge | patch
sewing_and_repair,HOME REPAIR,10400,hard,hard,0.769,0.589,nail | glue | bolt | washer
sewing_and_repair,HOME REPAIR,10401,hard,hard,0.846,0.589,bolt | wire | wrench | hinge
sewing_and_repair,HOME REPAIR,10402,hard,hard,0.923,0.589,bolt | screw | plunger | bracket
sewing_and_repair,HOME REPAIR,10406,hard,hard,1.000,0.696,tape | sandpaper | putty | sealant
sewing_supplies,SEWING SUPPLIES,10416,easy,easy,0.000,0.250,needle | pin | snap | pattern
sewing_supplies,SEWING SUPPLIES,10414,easy,easy,0.071,0.300,hook | button | thread | pattern
sewing_supplies,SEWING SUPPLIES,10417,easy,easy,0.143,0.317,snap | thread | tape measure | elastic
sewing_supplies,SEWING SUPPLIES,10418,easy,easy,0.214,0.350,hook | snap | yarn | patch
sewing_supplies,SEWING SUPPLIES,10420,easy,"easy,medium",0.286,0.367,pattern | scissors | yarn | tape measure
sewing_supplies,SEWING SUPPLIES,10425,easy,"easy,medium",0.357,0.383,pin | thread | zipper | yarn
sewing_supplies,SEWING SUPPLIES,10421,medium,medium,0.429,0.400,needle | hook | zipper | tape measure
sewing_supplies,SEWING SUPPLIES,10422,medium,medium,0.500,0.400,hook | pin | scissors | elastic
sewing_supplies,SEWING SUPPLIES,10419,medium,medium,0.571,0.400,needle | thread | scissors | patch
sewing_supplies,SEWING SUPPLIES,10423,medium,medium,0.643,0.433,zipper | pattern | patch | elastic
sewing_supplies,SEWING SUPPLIES,10415,medium,medium,0.714,0.467,pin | button | patch | tape measure
sewing_supplies,SEWING SUPPLIES,10426,hard,hard,0.786,0.650,needle | button | yarn | elastic
sewing_supplies,SEWING SUPPLIES,10424,hard,hard,0.857,0.683,button | snap | zipper | scissors
sewing_supplies,SEWING SUPPLIES,10428,hard,hard,0.929,0.700,hem | pattern | bobbin | pincushion
sewing_supplies,SEWING SUPPLIES,10427,hard,hard,1.000,0.900,button | hem | thimble | seam ripper
sewing_words,SEWING WORDS,10429,easy,easy,0.000,0.179,pin | thread | pattern | alter
sewing_words,SEWING WORDS,10430,easy,easy,0.071,0.214,needle | button | lining | pattern
sewing_words,SEWING WORDS,10431,easy,easy,0.143,0.321,button | stitch | thread | tuck
sewing_words,SEWING WORDS,10435,easy,easy,0.214,0.411,button | seam | alter | yarn
sewing_words,SEWING WORDS,10432,easy,"easy,medium",0.286,0.482,pin | dart | button | cuff
sewing_words,SEWING WORDS,10434,easy,"easy,medium",0.357,0.482,pin | stitch | seam | lining
sewing_words,SEWING WORDS,10433,medium,medium,0.429,0.500,needle | thread | cuff | seam
sewing_words,SEWING WORDS,10438,medium,medium,0.500,0.518,needle | pin | hem | tuck
sewing_words,SEWING WORDS,10443,medium,medium,0.571,0.518,cuff | lining | tuck | alter
sewing_words,SEWING WORDS,10439,medium,medium,0.643,0.536,stitch | cuff | hem | pattern
sewing_words,SEWING WORDS,10442,medium,medium,0.714,0.536,needle | dart | stitch | alter
sewing_words,SEWING WORDS,10437,hard,hard,0.786,0.607,dart | thread | hem | lining
sewing_words,SEWING WORDS,10436,hard,hard,0.857,0.625,dart | seam | pattern | tuck
sewing_words,SEWING WORDS,10440,hard,hard,0.929,0.661,pattern | baste | bobbin | yarn
sewing_words,SEWING WORDS,10441,hard,hard,1.000,0.696,button | hem | baste | thimble
shakespeare_plays,SHAKESPEARE PLAYS,10445,easy,easy,0.000,0.173,Hamlet | Twelfth Night | Merchant of Venice | As You Like It
shakespeare_plays,SHAKESPEARE PLAYS,10448,easy,easy,0.083,0.327,King Lear | Julius Caesar | Merchant of Venice | Richard III
shakespeare_plays,SHAKESPEARE PLAYS,10446,easy,easy,0.167,0.346,Macbeth | Romeo and Juliet | Julius Caesar | As You Like It
shakespeare_plays,SHAKESPEARE PLAYS,10449,easy,easy,0.250,0.385,Hamlet | Romeo and Juliet | Much Ado | Richard III
shakespeare_plays,SHAKESPEARE PLAYS,10444,easy,"easy,medium",0.333,0.404,othello | Tempest | As You Like It | Richard III
shakespeare_plays,SHAKESPEARE PLAYS,10450,medium,medium,0.417,0.442,Macbeth | Twelfth Night | Midsummer Night | Richard III
shakespeare_plays,SHAKESPEARE PLAYS,10451,medium,medium,0.500,0.519,Macbeth | Tempest | Much Ado | Merchant of Venice
shakespeare_plays,SHAKESPEARE PLAYS,10452,medium,medium,0.583,0.519,Hamlet | Julius Caesar | Tempest | Midsummer Night
shakespeare_plays,SHAKESPEARE PLAYS,10453,medium,medium,0.667,0.519,Romeo and Juliet | King Lear | Tempest | Twelfth Night
shakespeare_plays,SHAKESPEARE PLAYS,10447,medium,medium,0.750,0.577,King Lear | Midsummer Night | Much Ado | As You Like It
shakespeare_plays,SHAKESPEARE PLAYS,10454,hard,hard,0.833,0.596,othello | Hamlet | Macbeth | King Lear
shakespeare_plays,SHAKESPEARE PLAYS,10455,hard,hard,0.917,0.596,othello | Romeo and Juliet | Midsummer Night | Merchant of Venice
shakespeare_plays,SHAKESPEARE PLAYS,10456,hard,hard,1.000,0.596,othello | Julius Caesar | Twelfth Night | Much Ado
shape_adjectives,SHAPE ADJECTIVES,10458,easy,easy,0.000,0.203,round | flat | pointed | thin
shape_adjectives,SHAPE ADJECTIVES,10459,easy,easy,0.056,0.250,smooth | flat | straight | thick
shape_adjectives,SHAPE ADJECTIVES,10457,easy,easy,0.111,0.297,round | Square | wide | straight
shape_adjectives,SHAPE ADJECTIVES,10460,easy,easy,0.167,0.297,narrow | wide | thick | thin
shape_adjectives,SHAPE ADJECTIVES,10462,easy,easy,0.222,0.375,flat | wide | oval | bent
shape_adjectives,SHAPE ADJECTIVES,10463,easy,"easy,medium",0.278,0.406,round | oval | twisted | thick
shape_adjectives,SHAPE ADJECTIVES,10466,easy,"easy,medium",0.333,0.422,straight | oval | hollow | thin
shape_adjectives,SHAPE ADJECTIVES,10464,easy,"easy,medium",0.389,0.453,round | narrow | hollow | bent
shape_adjectives,SHAPE ADJECTIVES,10473,medium,medium,0.444,0.469,straight | crooked | pointed | bent
shape_adjectives,SHAPE ADJECTIVES,10467,medium,medium,0.500,0.516,narrow | curved | straight | twisted
shape_adjectives,SHAPE ADJECTIVES,10468,medium,medium,0.556,0.516,wide | curved | pointed | hollow
shape_adjectives,SHAPE ADJECTIVES,10469,medium,medium,0.611,0.531,round | smooth | curved | crooked
shape_adjectives,SHAPE ADJECTIVES,10470,medium,medium,0.667,0.547,smooth | wide | twisted | tapered
shape_adjectives,SHAPE ADJECTIVES,10461,medium,medium,0.722,0.578,smooth | Square | narrow | pointed
shape_adjectives,SHAPE ADJECTIVES,10471,hard,hard,0.778,0.625,flat | narrow | crooked | tapered
shape_adjectives,SHAPE ADJECTIVES,10465,hard,hard,0.833,0.656,Square | flat | hollow | twisted
shape_adjectives,SHAPE ADJECTIVES,10472,hard,hard,0.889,0.656,Square | curved | bent | thin
shape_adjectives,SHAPE ADJECTIVES,10475,hard,hard,0.944,0.734,pointed | oval | jagged | tapered
shape_adjectives,SHAPE ADJECTIVES,10474,hard,hard,1.000,0.797,Square | crooked | thick | jagged
shapes,SHAPES,10476,easy,easy,0.000,0.088,star | arch | Square | circle
shapes,SHAPES,9,easy,easy,0.053,0.324,Square | triangle | circle | rectangle
shapes,SHAPES,10490,easy,easy,0.105,0.324,arch | triangle | cube | cylinder
shapes,SHAPES,10485,easy,easy,0.158,0.338,Pentagon | circle | sphere | cylinder
shapes,SHAPES,10491,easy,easy,0.211,0.338,arch | oval | cone | sphere
shapes,SHAPES,10483,easy,"easy,medium",0.263,0.353,star | cone | triangle | Pentagon
shapes,SHAPES,10481,easy,"easy,medium",0.316,0.368,Square | oval | Pentagon | cube
shapes,SHAPES,10477,easy,"easy,medium",0.368,0.382,diamond | star | oval | cylinder
shapes,SHAPES,10480,medium,medium,0.421,0.441,pyramid | Square | cone | cylinder
shapes,SHAPES,10484,medium,medium,0.474,0.441,pyramid | oval | triangle | circle
shapes,SHAPES,10478,medium,medium,0.526,0.456,diamond | Square | triangle | sphere
shapes,SHAPES,10482,medium,medium,0.579,0.485,star | pyramid | cube | sphere
shapes,SHAPES,10479,medium,medium,0.632,0.529,diamond | cone | circle | cube
shapes,SHAPES,45,medium,medium,0.684,0.544,pyramid | cube | sphere | cylinder
shapes,SHAPES,10486,medium,medium,0.737,0.544,Square | crescent | prism | rectangle
shapes,SHAPES,10488,hard,hard,0.789,0.588,star | crescent | hexagon | octagon
shapes,SHAPES,10489,hard,hard,0.842,0.647,prism | circle | octagon | trapezoid
shapes,SHAPES,10487,hard,hard,0.895,0.691,diamond | arch | pyramid | Pentagon
shapes,SHAPES,10492,hard,hard,0.947,0.721,Square | hexagon | trapezoid | rhombus
shapes,SHAPES,10493,hard,hard,1.000,0.897,diamond | rectangle | octagon | rhombus
sharks_and_rays,SHARKS AND RAYS,10495,easy,easy,0.000,0.361,thresher | great white | tiger shark | nurse shark
sharks_and_rays,SHARKS AND RAYS,10494,easy,easy,0.200,0.389,stingray | great white | bull shark | reef shark
sharks_and_rays,SHARKS AND RAYS,10498,easy,"easy,medium",0.400,0.417,nurse shark | whale shark | manta ray | bull shark
sharks_and_rays,SHARKS AND RAYS,10499,medium,medium,0.600,0.556,hammerhead | tiger shark | bull shark | mako
sharks_and_rays,SHARKS AND RAYS,10496,hard,hard,0.800,0.667,thresher | whale shark | mako | reef shark
sharks_and_rays,SHARKS AND RAYS,10497,hard,hard,1.000,0.917,stingray | thresher | hammerhead | manta ray
shellfish,SHELLFISH,10500,easy,easy,0.000,0.115,crab | lobster | shrimp | snail
shellfish,SHELLFISH,10501,easy,easy,0.083,0.288,clam | oyster | shrimp | prawn
shellfish,SHELLFISH,10509,easy,easy,0.167,0.442,clam | snail | mussel | crustaceans
shellfish,SHELLFISH,10502,easy,easy,0.250,0.462,crab | oyster | mussel | abalone
shellfish,SHELLFISH,10503,easy,"easy,medium",0.333,0.481,oyster | snail | scallop | crawfish
shellfish,SHELLFISH,10504,medium,medium,0.417,0.500,lobster | clam | scallop | abalone
shellfish,SHELLFISH,10507,medium,medium,0.500,0.500,lobster | oyster | barnacle | crustaceans
shellfish,SHELLFISH,10511,medium,medium,0.583,0.538,crab | scallop | cockle | prawn
shellfish,SHELLFISH,10505,medium,medium,0.667,0.558,crab | clam | barnacle | crawfish
shellfish,SHELLFISH,10506,medium,medium,0.750,0.558,lobster | mussel | prawn | crawfish
shellfish,SHELLFISH,10508,hard,hard,0.833,0.558,barnacle | shrimp | mussel | scallop
shellfish,SHELLFISH,10510,hard,hard,0.917,0.577,barnacle | snail | prawn | abalone
shellfish,SHELLFISH,10512,hard,hard,1.000,0.654,shrimp | cockle | crawfish | abalone
shoe_parts,SHOE PARTS,10534,easy,easy,0.000,0.115,sole | toe | tongue | upper
shoe_parts,SHOE PARTS,10535,easy,easy,0.067,0.288,arch | heel | lace | upper
shoe_parts,SHOE PARTS,10536,easy,easy,0.133,0.385,arch | strap | tongue | cushion
shoe_parts,SHOE PARTS,10538,easy,easy,0.200,0.462,sole | heel | tread | cushion
shoe_parts,SHOE PARTS,25,easy,"easy,medium",0.267,0.500,sole | heel | lace | aglet
shoe_parts,SHOE PARTS,10537,easy,"easy,medium",0.333,0.500,buckle | strap | upper | tread
shoe_parts,SHOE PARTS,10539,easy,"easy,medium",0.400,0.500,sole | lace | strap | shank
shoe_parts,SHOE PARTS,10540,medium,medium,0.467,0.519,buckle | heel | tongue | shank
shoe_parts,SHOE PARTS,10543,medium,medium,0.533,0.519,buckle | toe | lace | cushion
shoe_parts,SHOE PARTS,10544,medium,medium,0.600,0.519,arch | toe | tread | shank
shoe_parts,SHOE PARTS,10546,medium,medium,0.667,0.538,heel | toe | strap | eyelet
shoe_parts,SHOE PARTS,10541,medium,medium,0.733,0.558,arch | sole | buckle | eyelet
shoe_parts,SHOE PARTS,10545,hard,hard,0.800,0.558,lace | tongue | eyelet | tread
shoe_parts,SHOE PARTS,10542,hard,hard,0.867,0.615,eyelet | upper | cushion | shank
shoe_parts,SHOE PARTS,77,hard,hard,0.933,0.692,heel | lace | eyelet | outsole
shoe_parts,SHOE PARTS,10547,hard,hard,1.000,0.769,sole | insole | aglet | outsole
shoe_styles,SHOE STYLES,10548,easy,easy,0.000,0.136,boot | pump | oxford | platform
shoe_styles,SHOE STYLES,10549,easy,easy,0.167,0.341,mule | heel | wedge | platform
shoe_styles,SHOE STYLES,10550,easy,"easy,medium",0.333,0.500,mule | sneaker | slipper | oxford
shoe_styles,SHOE STYLES,10551,medium,medium,0.500,0.591,sandal | slipper | clog | platform
shoe_styles,SHOE STYLES,10552,medium,medium,0.667,0.636,mule | clog | pump | stiletto
shoe_styles,SHOE STYLES,10554,hard,hard,0.833,0.682,boot | mule | sandal | loafer
shoe_styles,SHOE STYLES,10553,hard,hard,1.000,0.682,sneaker | loafer | stiletto | platform
shopping_words,SHOPPING WORDS,10556,easy,easy,0.000,0.233,shelf | price | register | basket
shopping_words,SHOPPING WORDS,10557,easy,easy,0.062,0.267,cart | discount | bag | register
shopping_words,SHOPPING WORDS,10555,easy,easy,0.125,0.300,tag | sale | bag | price
shopping_words,SHOPPING WORDS,10560,easy,easy,0.188,0.367,aisle | sale | discount | basket
shopping_words,SHOPPING WORDS,10558,easy,easy,0.250,0.383,refund | receipt | discount | price
shopping_words,SHOPPING WORDS,10559,easy,"easy,medium",0.312,0.400,refund | sale | coupon | register
shopping_words,SHOPPING WORDS,10565,easy,"easy,medium",0.375,0.400,refund | bag | clearance | basket
shopping_words,SHOPPING WORDS,10564,medium,medium,0.438,0.400,shelf | receipt | cart | sale
shopping_words,SHOPPING WORDS,10563,medium,medium,0.500,0.433,cart | coupon | price | clearance
shopping_words,SHOPPING WORDS,10566,medium,medium,0.562,0.583,receipt | aisle | coupon | bag
shopping_words,SHOPPING WORDS,10561,medium,medium,0.625,0.600,tag | receipt | register | clearance
shopping_words,SHOPPING WORDS,10562,medium,medium,0.688,0.600,shelf | tag | coupon | discount
shopping_words,SHOPPING WORDS,10569,medium,medium,0.750,0.617,checkout | sale | clearance | barcode
shopping_words,SHOPPING WORDS,10570,hard,hard,0.812,0.617,shelf | cashier | bag | barcode
shopping_words,SHOPPING WORDS,10567,hard,hard,0.875,0.650,aisle | checkout | cashier | price
shopping_words,SHOPPING WORDS,10568,hard,hard,0.938,0.667,tag | cart | checkout | basket
shopping_words,SHOPPING WORDS,10571,hard,hard,1.000,0.850,tag | refund | aisle | barcode
short_names,SHORT NAMES,10572,easy,easy,0.000,0.250,John | James | George | Hope
short_names,SHORT NAMES,10573,easy,easy,0.062,0.500,mark | Paul | Faith | Hope
short_names,SHORT NAMES,10574,easy,easy,0.125,0.643,jack | mark | John | Scott
short_names,SHORT NAMES,10584,easy,easy,0.188,0.679,dean | mark | Luke | James
short_names,SHORT NAMES,10576,easy,easy,0.250,0.714,Luke | John | Paul | Jane
short_names,SHORT NAMES,10575,easy,"easy,medium",0.312,0.750,jack | Paul | Grace | James
short_names,SHORT NAMES,10578,easy,"easy,medium",0.375,0.750,Luke | Grace | Hope | Scott
short_names,SHORT NAMES,10579,medium,medium,0.438,0.750,dean | John | Grace | Faith
short_names,SHORT NAMES,10581,medium,medium,0.500,0.750,mark | Jane | Grace | George
short_names,SHORT NAMES,10582,medium,medium,0.562,0.750,jack | dean | Jane | Hope
short_names,SHORT NAMES,10586,medium,medium,0.625,0.750,Kate | Blake | Claire | Hope
short_names,SHORT NAMES,10583,medium,medium,0.688,0.786,Jane | James | Faith | Scott
short_names,SHORT NAMES,10585,medium,medium,0.750,0.786,John | Kate | Ann | Bruce
short_names,SHORT NAMES,10577,hard,hard,0.812,0.821,dean | Paul | George | Scott
short_names,SHORT NAMES,10587,hard,hard,0.875,0.821,Ann | James | Claire | Joyce
short_names,SHORT NAMES,10580,hard,hard,0.938,0.857,jack | Luke | Faith | George
short_names,SHORT NAMES,10588,hard,hard,1.000,0.893,Blake | Bruce | George | Joyce
silverware,SILVERWARE,10597,easy,easy,0.000,0.125,knife | spoon | fork | butter knife
silverware,SILVERWARE,10598,easy,easy,0.083,0.354,knife | teaspoon | salad fork | serving spoon
silverware,SILVERWARE,10601,easy,easy,0.167,0.458,fork | tongs | soup spoon | serving spoon
silverware,SILVERWARE,10599,easy,easy,0.250,0.458,knife | soup spoon | chopsticks | carving knife
silverware,SILVERWARE,10608,easy,"easy,medium",0.333,0.521,spoon | skewer | carving knife | serving spoon
silverware,SILVERWARE,10602,medium,medium,0.417,0.542,spoon | ladle | salad fork | soup spoon
silverware,SILVERWARE,10603,medium,medium,0.500,0.542,tongs | teaspoon | butter knife | carving knife
silverware,SILVERWARE,10604,medium,medium,0.583,0.542,ladle | butter knife | chopsticks | serving spoon
silverware,SILVERWARE,10605,medium,medium,0.667,0.562,fork | salad fork | chopsticks | skewer
silverware,SILVERWARE,10609,medium,medium,0.750,0.625,butter knife | soup spoon | skewer | spork
silverware,SILVERWARE,10607,hard,hard,0.833,0.667,spoon | teaspoon | chopsticks | spork
silverware,SILVERWARE,10600,hard,hard,0.917,0.688,knife | ladle | tongs | skewer
silverware,SILVERWARE,10606,hard,hard,1.000,0.688,ladle | fork | spork | carving knife
singing_voices,SINGING VOICES,10610,easy,easy,0.000,0.300,bass | choir | solo | alto
skiing_words,SKIING WORDS,10617,easy,easy,0.000,0.136,lift | boots | black diamond | trail map
skiing_words,SKIING WORDS,10618,easy,easy,0.083,0.341,lift | lodge | powder | slope
skiing_words,SKIING WORDS,10619,easy,easy,0.167,0.455,goggles | powder | poles | black diamond
skiing_words,SKIING WORDS,10621,easy,easy,0.250,0.545,lodge | poles | trail map | gondola
skiing_words,SKIING WORDS,10620,easy,"easy,medium",0.333,0.568,powder | boots | bindings | gondola
skiing_words,SKIING WORDS,10622,medium,medium,0.417,0.591,boots | poles | slope | moguls
skiing_words,SKIING WORDS,10624,medium,medium,0.500,0.591,lodge | goggles | boots | snowplow
skiing_words,SKIING WORDS,10623,medium,medium,0.583,0.614,goggles | slope | bindings | trail map
skiing_words,SKIING WORDS,10626,medium,medium,0.667,0.614,slope | black diamond | snowplow | gondola
skiing_words,SKIING WORDS,10629,medium,medium,0.750,0.614,lodge | bindings | moguls | black diamond
skiing_words,SKIING WORDS,10625,hard,hard,0.833,0.636,lift | poles | bindings | snowplow
skiing_words,SKIING WORDS,10627,hard,hard,0.917,0.636,lift | goggles | moguls | gondola
skiing_words,SKIING WORDS,10628,hard,hard,1.000,0.659,powder | moguls | trail map | snowplow
sleep_and_rest,SLEEP WORDS,10630,easy,easy,0.000,0.100,rest | dream | alarm | nightmare
sleep_and_rest,SLEEP WORDS,10631,easy,easy,0.059,0.250,rest | nap | pillow | mattress
sleep_and_rest,SLEEP WORDS,10632,easy,easy,0.118,0.333,dream | pillow | insomnia | bedtime
sleep_and_rest,SLEEP WORDS,10638,easy,easy,0.176,0.417,slumber | mattress | alarm | insomnia
sleep_and_rest,SLEEP WORDS,10633,easy,easy,0.235,0.433,nap | alarm | apnea | bedtime
sleep_and_rest,SLEEP WORDS,10634,easy,"easy,medium",0.294,0.433,rest | slumber | bedtime | lullaby
sleep_and_rest,SLEEP WORDS,10637,easy,"easy,medium",0.353,0.450,dream | nap | yawn | lullaby
sleep_and_rest,SLEEP WORDS,10645,medium,medium,0.412,0.467,slumber | pillow | nightmare | apnea
sleep_and_rest,SLEEP WORDS,10643,medium,medium,0.471,0.500,snore | mattress | nightmare | bedtime
sleep_and_rest,SLEEP WORDS,10644,medium,medium,0.529,0.517,doze | nap | insomnia | nightmare
sleep_and_rest,SLEEP WORDS,10636,medium,medium,0.588,0.533,dream | mattress | drowsy | apnea
sleep_and_rest,SLEEP WORDS,10639,medium,medium,0.647,0.550,snore | pillow | alarm | drowsy
sleep_and_rest,SLEEP WORDS,10635,medium,medium,0.706,0.567,rest | snore | insomnia | apnea
sleep_and_rest,SLEEP WORDS,10640,hard,hard,0.765,0.650,rest | doze | yawn | drowsy
sleep_and_rest,SLEEP WORDS,10641,hard,hard,0.824,0.650,snore | dream | slumber | jetlag
sleep_and_rest,SLEEP WORDS,10642,hard,hard,0.882,0.700,doze | alarm | jetlag | lullaby
sleep_and_rest,SLEEP WORDS,10646,hard,hard,0.941,0.700,nap | sleepwalk | slumber | drowsy
sleep_and_rest,SLEEP WORDS,10647,hard,hard,1.000,0.733,yawn | sleepwalk | nightmare | jetlag
sleeping_actions,SLEEP ACTIONS,10648,easy,easy,0.000,0.150,rest | dream | turn | stretch
sleeping_actions,SLEEP ACTIONS,10649,easy,easy,0.143,0.375,toss | nap | drift off | turn
sleeping_actions,SLEEP ACTIONS,10650,easy,"easy,medium",0.286,0.500,rest | toss | yawn | slumber
sleeping_actions,SLEEP ACTIONS,10651,medium,medium,0.429,0.600,snore | dream | drift off | slumber
sleeping_actions,SLEEP ACTIONS,10652,medium,medium,0.571,0.625,doze | nap | slumber | stretch
sleeping_actions,SLEEP ACTIONS,10655,medium,medium,0.714,0.650,toss | snore | sleepwalk | stretch
sleeping_actions,SLEEP ACTIONS,10653,hard,hard,0.857,0.675,rest | doze | drift off | sleepwalk
sleeping_actions,SLEEP ACTIONS,10654,hard,hard,1.000,0.675,snore | doze | yawn | turn
sleepwear,SLEEPWEAR,10656,easy,easy,0.000,0.250,robe | slippers | sleep mask | lounge pants
sleepwear,SLEEPWEAR,10657,easy,easy,0.250,0.500,pajamas | boxers | sleep mask | onesie
sleepwear,SLEEPWEAR,10660,medium,medium,0.500,0.643,nightshirt | boxers | nightcap | lounge pants
sleepwear,SLEEPWEAR,10658,medium,medium,0.750,0.750,robe | pajamas | nightgown | nightcap
sleepwear,SLEEPWEAR,10659,hard,hard,1.000,0.857,nightgown | slippers | nightshirt | onesie
snack_brands,SNACK BRANDS,10696,easy,easy,0.000,0.188,goldfish | Lays | Ritz | Oreo
snack_brands,SNACK BRANDS,10697,easy,easy,0.083,0.500,goldfish | Doritos | Cheetos | Chips Ahoy
snack_brands,SNACK BRANDS,10705,easy,easy,0.167,0.625,Lays | Doritos | Fritos | Keebler
snack_brands,SNACK BRANDS,10703,easy,easy,0.250,0.656,Lays | Chips Ahoy | Wheat Thins | Nabisco
snack_brands,SNACK BRANDS,10704,easy,"easy,medium",0.333,0.656,Lays | Cheetos | Pringles | Tostitos
snack_brands,SNACK BRANDS,10698,medium,medium,0.417,0.688,Doritos | Pringles | Oreo | Wheat Thins
snack_brands,SNACK BRANDS,10706,medium,medium,0.500,0.688,Cheetos | Ritz | Fritos | Wheat Thins
snack_brands,SNACK BRANDS,10708,medium,medium,0.583,0.688,Doritos | Ritz | Tostitos | Nabisco
snack_brands,SNACK BRANDS,10700,medium,medium,0.667,0.750,Cheetos | Oreo | Nabisco | Keebler
snack_brands,SNACK BRANDS,10701,medium,medium,0.750,0.750,goldfish | Tostitos | Wheat Thins | Keebler
snack_brands,SNACK BRANDS,10707,hard,hard,0.833,0.750,Pringles | Ritz | Chips Ahoy | Keebler
snack_brands,SNACK BRANDS,10699,hard,hard,0.917,0.781,goldfish | Pringles | Fritos | Nabisco
snack_brands,SNACK BRANDS,10702,hard,hard,1.000,0.781,Oreo | Chips Ahoy | Fritos | Tostitos
snack_foods,SNACK FOODS,10709,easy,easy,0.000,0.111,chips | nuts | cheese stick | rice cake
snack_foods,SNACK FOODS,10710,easy,easy,0.062,0.181,cookie | trail mix | candy bar | cheese stick
snack_foods,SNACK FOODS,10711,easy,easy,0.125,0.250,popcorn | nuts | trail mix | fruit snack
