word,normalized,familiarity,sense_key,sense_definition,category_key,relation_type,status,semantic_status,gameplay_difficulty,fit,obviousness,risk_flags,reason
cremini,cremini,0.17,,,mushroom_types,is_a,rejected,unreviewed,0.456,0.97,0.65,"[""obscure""]",Cremini is a kind of mushroom
bark,bark,0.55,bark_tree,The tough outer covering of a tree trunk,plant_parts,part_of,alternative,unreviewed,0.213,0.97,0.85,,Bark is a part of a growing plant
tendril,tendril,0.29,,,plant_parts,part_of,alternative,unreviewed,0.287,0.97,0.85,"[""obscure""]",Tendril is a part of a growing plant
bud,bud,0.583,,,plant_parts,part_of,approved,unreviewed,0.203,0.97,0.85,,Bud is a part of a growing plant
flower,flower,0.631,,,plant_parts,part_of,approved,unreviewed,0.19,0.97,0.85,,Flower is a part of a growing plant
fruit,fruit,0.653,,,plant_parts,part_of,approved,unreviewed,0.183,0.97,0.85,,Fruit is a part of a growing plant
leaf,leaf,0.603,,,plant_parts,part_of,approved,unreviewed,0.198,0.97,0.85,,Leaf is a part of a growing plant
node,node,0.554,,,plant_parts,part_of,approved,unreviewed,0.212,0.97,0.85,,Node is a part of a growing plant
petal,petal,0.434,,,plant_parts,part_of,approved,unreviewed,0.246,0.97,0.85,,Petal is a part of a growing plant
pollen,pollen,0.496,,,plant_parts,part_of,approved,unreviewed,0.228,0.97,0.85,,Pollen is a part of a growing plant
root,root,0.63,,,plant_parts,part_of,approved,unreviewed,0.19,0.97,0.85,,Root is a part of a growing plant
seed,seed,0.624,,,plant_parts,part_of,approved,unreviewed,0.192,0.97,0.85,,Seed is a part of a growing plant
sprout,sprout,0.444,,,plant_parts,part_of,approved,unreviewed,0.243,0.97,0.85,,Sprout is a part of a growing plant
stalk,stalk,0.494,,,plant_parts,part_of,approved,unreviewed,0.229,0.97,0.85,,Stalk is a part of a growing plant
stem,stem,0.614,,,plant_parts,part_of,approved,unreviewed,0.195,0.97,0.85,,Stem is a part of a growing plant
thorn,thorn,0.497,,,plant_parts,part_of,approved,unreviewed,0.228,0.97,0.85,,Thorn is a part of a growing plant
vine,vine,0.533,,,plant_parts,part_of,approved,unreviewed,0.218,0.97,0.85,,Vine is a part of a growing plant
castor bean,castor bean,0.446,,,poisonous_plants,has_property,alternative,unreviewed,0.369,0.97,0.68,"[""multiword""]",Castor bean is dangerous to touch or eat
hemlock,hemlock,0.409,,,poisonous_plants,has_property,alternative,unreviewed,0.379,0.97,0.68,,Hemlock is dangerous to touch or eat
holly berry,holly berry,0.517,,,poisonous_plants,has_property,alternative,unreviewed,0.348,0.97,0.68,"[""multiword""]",Holly berry is dangerous to touch or eat
mistletoe,mistletoe,0.401,,,poisonous_plants,has_property,alternative,unreviewed,0.381,0.97,0.68,,Mistletoe is dangerous to touch or eat
nightshade,nightshade,0.364,,,poisonous_plants,has_property,alternative,unreviewed,0.392,0.97,0.68,,Nightshade is dangerous to touch or eat
poison ivy,poison ivy,0.52,,,poisonous_plants,has_property,alternative,unreviewed,0.347,0.97,0.68,"[""multiword""]",Poison ivy is dangerous to touch or eat
poison oak,poison oak,0.547,,,poisonous_plants,has_property,alternative,unreviewed,0.34,0.97,0.68,"[""multiword""]",Poison oak is dangerous to touch or eat
yew,yew,0.433,,,poisonous_plants,has_property,alternative,unreviewed,0.372,0.97,0.68,,Yew is dangerous to touch or eat
foxglove,foxglove,0.301,,,poisonous_plants,has_property,hard_only,unreviewed,0.41,0.97,0.68,"[""obscure""]",Foxglove is dangerous to touch or eat
monkshood,monkshood,0.229,,,poisonous_plants,has_property,hard_only,unreviewed,0.431,0.97,0.68,"[""obscure""]",Monkshood is dangerous to touch or eat
oleander,oleander,0.311,,,poisonous_plants,has_property,hard_only,unreviewed,0.407,0.97,0.68,"[""obscure""]",Oleander is dangerous to touch or eat
sumac,sumac,0.334,,,poisonous_plants,has_property,hard_only,unreviewed,0.401,0.97,0.68,"[""obscure""]",Sumac is dangerous to touch or eat
rhizome,rhizome,0.343,,,seeds_and_bulbs,is_a,alternative,unreviewed,0.361,0.97,0.72,"[""obscure""]",Rhizome is planted in the ground to grow a new plant
sapling,sapling,0.354,,,seeds_and_bulbs,is_a,alternative,unreviewed,0.358,0.97,0.72,"[""obscure""]",Sapling is planted in the ground to grow a new plant
acorn,acorn,0.44,,,seeds_and_bulbs,is_a,approved,unreviewed,0.333,0.97,0.72,,Acorn is planted in the ground to grow a new plant
bulb,bulb,0.523,,,seeds_and_bulbs,is_a,approved,unreviewed,0.31,0.97,0.72,,Bulb is planted in the ground to grow a new plant
clove,clove,0.416,,,seeds_and_bulbs,is_a,approved,unreviewed,0.34,0.97,0.72,,Clove is planted in the ground to grow a new plant
cutting,cutting,0.659,,,seeds_and_bulbs,is_a,approved,unreviewed,0.271,0.97,0.72,,Cutting is planted in the ground to grow a new plant
kernel,kernel,0.511,,,seeds_and_bulbs,is_a,approved,unreviewed,0.313,0.97,0.72,,Kernel is planted in the ground to grow a new plant
pit,pit,0.61,,,seeds_and_bulbs,is_a,approved,unreviewed,0.285,0.97,0.72,,Pit is planted in the ground to grow a new plant
seed,seed,0.624,,,seeds_and_bulbs,is_a,approved,unreviewed,0.281,0.97,0.72,,Seed is planted in the ground to grow a new plant
seedling,seedling,0.393,,,seeds_and_bulbs,is_a,approved,unreviewed,0.347,0.97,0.72,,Seedling is planted in the ground to grow a new plant
spore,spore,0.429,,,seeds_and_bulbs,is_a,approved,unreviewed,0.336,0.97,0.72,,Spore is planted in the ground to grow a new plant
sprout,sprout,0.444,,,seeds_and_bulbs,is_a,approved,unreviewed,0.332,0.97,0.72,,Sprout is planted in the ground to grow a new plant
tuber,tuber,0.377,,,seeds_and_bulbs,is_a,approved,unreviewed,0.351,0.97,0.72,,Tuber is planted in the ground to grow a new plant
corm,corm,0.259,,,seeds_and_bulbs,is_a,hard_only,unreviewed,0.385,0.97,0.72,"[""obscure""]",Corm is planted in the ground to grow a new plant
azalea,azalea,0.436,,,shrubs,is_a,alternative,unreviewed,0.371,0.97,0.68,,Azalea is a woody plant smaller than a tree
hedge,hedge,0.534,,,shrubs,is_a,alternative,unreviewed,0.343,0.97,0.68,,Hedge is a woody plant smaller than a tree
holly,holly,0.554,,,shrubs,is_a,alternative,unreviewed,0.338,0.97,0.68,,Holly is a woody plant smaller than a tree
hydrangea,hydrangea,0.339,,,shrubs,is_a,alternative,unreviewed,0.399,0.97,0.68,"[""obscure""]",Hydrangea is a woody plant smaller than a tree
juniper,juniper,0.45,,,shrubs,is_a,alternative,unreviewed,0.367,0.97,0.68,,Juniper is a woody plant smaller than a tree
lilac,lilac,0.444,,,shrubs,is_a,alternative,unreviewed,0.369,0.97,0.68,,Lilac is a woody plant smaller than a tree
rhododendron,rhododendron,0.36,,,shrubs,is_a,alternative,unreviewed,0.393,0.97,0.68,,Rhododendron is a woody plant smaller than a tree
rose,rose,0.689,,,shrubs,is_a,approved,unreviewed,0.299,0.97,0.68,,Rose is a woody plant smaller than a tree
barberry,barberry,0.264,,,shrubs,is_a,hard_only,unreviewed,0.421,0.97,0.68,"[""obscure""]",Barberry is a woody plant smaller than a tree
boxwood,boxwood,0.323,,,shrubs,is_a,hard_only,unreviewed,0.404,0.97,0.68,"[""obscure""]",Boxwood is a woody plant smaller than a tree
forsythia,forsythia,0.279,,,shrubs,is_a,hard_only,unreviewed,0.416,0.97,0.68,"[""obscure""]",Forsythia is a woody plant smaller than a tree
privet,privet,0.323,,,shrubs,is_a,hard_only,unreviewed,0.404,0.97,0.68,"[""obscure""]",Privet is a woody plant smaller than a tree
spirea,spirea,0.204,,,shrubs,is_a,hard_only,unreviewed,0.438,0.97,0.68,"[""obscure""]",Spirea is a woody plant smaller than a tree
viburnum,viburnum,0.291,,,shrubs,is_a,hard_only,unreviewed,0.413,0.97,0.68,"[""obscure""]",Viburnum is a woody plant smaller than a tree
palm,palm,0.604,palm_tree,A tall tropical tree with large leaves at the top,tropical_plants,found_in,alternative,unreviewed,0.286,0.97,0.72,,Palm grows in a tropical climate
bamboo,bamboo,0.521,,,tropical_plants,found_in,approved,unreviewed,0.31,0.97,0.72,,Bamboo grows in a tropical climate
banana,banana,0.571,,,tropical_plants,found_in,approved,unreviewed,0.296,0.97,0.72,,Banana grows in a tropical climate
banyan,banyan,0.367,,,tropical_plants,found_in,approved,unreviewed,0.354,0.97,0.72,,Banyan grows in a tropical climate
cocoa,cocoa,0.52,,,tropical_plants,found_in,approved,unreviewed,0.31,0.97,0.72,,Cocoa grows in a tropical climate
coffee,coffee,0.694,,,tropical_plants,found_in,approved,unreviewed,0.261,0.97,0.72,,Coffee grows in a tropical climate
Fern,fern,0.467,,,tropical_plants,found_in,approved,unreviewed,0.326,0.97,0.72,,Fern grows in a tropical climate
hibiscus,hibiscus,0.394,,,tropical_plants,found_in,approved,unreviewed,0.346,0.97,0.72,,Hibiscus grows in a tropical climate
mangrove,mangrove,0.413,,,tropical_plants,found_in,approved,unreviewed,0.341,0.97,0.72,,Mangrove grows in a tropical climate
orchid,orchid,0.471,,,tropical_plants,found_in,approved,unreviewed,0.324,0.97,0.72,,Orchid grows in a tropical climate
papaya,papaya,0.41,,,tropical_plants,found_in,approved,unreviewed,0.342,0.97,0.72,,Papaya grows in a tropical climate
rubber tree,rubber tree,0.591,,,tropical_plants,found_in,approved,unreviewed,0.29,0.97,0.72,"[""multiword""]",Rubber tree grows in a tropical climate
bromeliad,bromeliad,0.233,,,tropical_plants,found_in,hard_only,unreviewed,0.392,0.97,0.72,"[""obscure""]",Bromeliad grows in a tropical climate
plumeria,plumeria,0.247,,,tropical_plants,found_in,hard_only,unreviewed,0.388,0.97,0.72,"[""obscure""]",Plumeria grows in a tropical climate
bean,bean,0.569,,,vines,is_a,alternative,unreviewed,0.333,0.97,0.68,,Bean is a plant that climbs or trails
clematis,clematis,0.34,,,vines,is_a,alternative,unreviewed,0.399,0.97,0.68,"[""obscure""]",Clematis is a plant that climbs or trails
cucumber,cucumber,0.487,,,vines,is_a,alternative,unreviewed,0.357,0.97,0.68,,Cucumber is a plant that climbs or trails
grape,grape,0.529,,,vines,is_a,alternative,unreviewed,0.345,0.97,0.68,,Grape is a plant that climbs or trails
honeysuckle,honeysuckle,0.381,,,vines,is_a,alternative,unreviewed,0.387,0.97,0.68,,Honeysuckle is a plant that climbs or trails
hops,hops,0.48,,,vines,is_a,alternative,unreviewed,0.359,0.97,0.68,,Hops is a plant that climbs or trails
Ivy,ivy,0.547,,,vines,is_a,alternative,unreviewed,0.34,0.97,0.68,,Ivy is a plant that climbs or trails
Jasmine,jasmine,0.516,,,vines,is_a,alternative,unreviewed,0.349,0.97,0.68,,Jasmine is a plant that climbs or trails
morning glory,morning glory,0.617,,,vines,is_a,alternative,unreviewed,0.32,0.97,0.68,"[""multiword""]",Morning glory is a plant that climbs or trails
passion flower,passion flower,0.59,,,vines,is_a,alternative,unreviewed,0.327,0.97,0.68,"[""multiword""]",Passion flower is a plant that climbs or trails
pea,pea,0.506,,,vines,is_a,alternative,unreviewed,0.351,0.97,0.68,,Pea is a plant that climbs or trails
pumpkin,pumpkin,0.547,,,vines,is_a,alternative,unreviewed,0.34,0.97,0.68,,Pumpkin is a plant that climbs or trails
wisteria,wisteria,0.367,,,vines,is_a,alternative,unreviewed,0.391,0.97,0.68,,Wisteria is a plant that climbs or trails
kudzu,kudzu,0.304,,,vines,is_a,hard_only,unreviewed,0.409,0.97,0.68,"[""obscure""]",Kudzu is a plant that climbs or trails
algae,algae,0.506,,,water_plants,found_in,approved,unreviewed,0.314,0.97,0.72,,Algae grows in or on water
kelp,kelp,0.41,,,water_plants,found_in,approved,unreviewed,0.342,0.97,0.72,,Kelp grows in or on water
lily pad,lily pad,0.526,,,water_plants,found_in,approved,unreviewed,0.309,0.97,0.72,"[""multiword""]",Lily pad grows in or on water
lotus,lotus,0.517,,,water_plants,found_in,approved,unreviewed,0.311,0.97,0.72,,Lotus grows in or on water
moss,moss,0.556,,,water_plants,found_in,approved,unreviewed,0.3,0.97,0.72,,Moss grows in or on water
papyrus,papyrus,0.414,,,water_plants,found_in,approved,unreviewed,0.341,0.97,0.72,,Papyrus grows in or on water
reed,reed,0.581,,,water_plants,found_in,approved,unreviewed,0.293,0.97,0.72,,Reed grows in or on water
seaweed,seaweed,0.46,,,water_plants,found_in,approved,unreviewed,0.328,0.97,0.72,,Seaweed grows in or on water
water lily,water lily,0.563,,,water_plants,found_in,approved,unreviewed,0.298,0.97,0.72,"[""multiword""]",Water lily grows in or on water
watercress,watercress,0.356,,,water_plants,found_in,approved,unreviewed,0.357,0.97,0.72,"[""obscure""]",Watercress grows in or on water
cattail,cattail,0.26,,,water_plants,found_in,hard_only,unreviewed,0.385,0.97,0.72,"[""obscure""]",Cattail grows in or on water
duckweed,duckweed,0.256,,,water_plants,found_in,hard_only,unreviewed,0.386,0.97,0.72,"[""obscure""]",Duckweed grows in or on water
eelgrass,eelgrass,0.261,,,water_plants,found_in,hard_only,unreviewed,0.384,0.97,0.72,"[""obscure""]",Eelgrass grows in or on water
ragweed,ragweed,0.314,,,weeds,is_a,alternative,unreviewed,0.369,0.97,0.72,"[""obscure""]",Ragweed is an unwanted plant in a lawn or garden
clover,clover,0.48,,,weeds,is_a,approved,unreviewed,0.322,0.97,0.72,,Clover is an unwanted plant in a lawn or garden
dandelion,dandelion,0.414,,,weeds,is_a,approved,unreviewed,0.341,0.97,0.72,,Dandelion is an unwanted plant in a lawn or garden
Ivy,ivy,0.547,,,weeds,is_a,approved,unreviewed,0.303,0.97,0.72,,Ivy is an unwanted plant in a lawn or garden
moss,moss,0.556,,,weeds,is_a,approved,unreviewed,0.3,0.97,0.72,,Moss is an unwanted plant in a lawn or garden
nettle,nettle,0.387,,,weeds,is_a,approved,unreviewed,0.348,0.97,0.72,,Nettle is an unwanted plant in a lawn or garden
plantain,plantain,0.381,,,weeds,is_a,approved,unreviewed,0.35,0.97,0.72,,Plantain is an unwanted plant in a lawn or garden
poison ivy,poison ivy,0.52,,,weeds,is_a,approved,unreviewed,0.31,0.97,0.72,"[""multiword""]",Poison ivy is an unwanted plant in a lawn or garden
thistle,thistle,0.463,,,weeds,is_a,approved,unreviewed,0.327,0.97,0.72,,Thistle is an unwanted plant in a lawn or garden
bindweed,bindweed,0.24,,,weeds,is_a,hard_only,unreviewed,0.39,0.97,0.72,"[""obscure""]",Bindweed is an unwanted plant in a lawn or garden
chickweed,chickweed,0.256,,,weeds,is_a,hard_only,unreviewed,0.386,0.97,0.72,"[""obscure""]",Chickweed is an unwanted plant in a lawn or garden
crabgrass,crabgrass,0.269,,,weeds,is_a,hard_only,unreviewed,0.382,0.97,0.72,"[""obscure""]",Crabgrass is an unwanted plant in a lawn or garden
foxtail,foxtail,0.283,,,weeds,is_a,hard_only,unreviewed,0.378,0.97,0.72,"[""obscure""]",Foxtail is an unwanted plant in a lawn or garden
purslane,purslane,0.274,,,weeds,is_a,hard_only,unreviewed,0.381,0.97,0.72,"[""obscure""]",Purslane is an unwanted plant in a lawn or garden
asphalt,asphalt,0.504,,,black_things,has_property,alternative,unreviewed,0.296,0.97,0.7,,Asphalt is typically black in color
bat,bat,0.614,bat_animal,A small flying mammal active at night,black_things,has_property,alternative,unreviewed,0.265,0.97,0.7,,Bat is typically black in color
chalkboard,chalkboard,0.396,,,black_things,has_property,alternative,unreviewed,0.327,0.97,0.7,,Chalkboard is typically black in color
coal,coal,0.641,,,black_things,has_property,alternative,unreviewed,0.257,0.97,0.7,,Coal is typically black in color
crow,crow,0.543,,,black_things,has_property,alternative,unreviewed,0.285,0.97,0.7,,Crow is typically black in color
ink,ink,0.581,,,black_things,has_property,alternative,unreviewed,0.274,0.97,0.7,,Ink is typically black in color
licorice,licorice,0.407,,,black_things,has_property,alternative,unreviewed,0.324,0.97,0.7,,Licorice is typically black in color
oil,oil,0.729,oil_motor,The thick liquid that lubricates an engine,black_things,has_property,alternative,unreviewed,0.24,0.97,0.7,,Oil is typically black in color
olive,olive,0.584,,,black_things,has_property,alternative,unreviewed,0.273,0.97,0.7,,Olive is typically black in color
panther,panther,0.521,,,black_things,has_property,alternative,unreviewed,0.291,0.97,0.7,,Panther is typically black in color
piano key,piano key,0.607,,,black_things,has_property,alternative,unreviewed,0.267,0.97,0.7,"[""multiword""]",Piano key is typically black in color
pupil,pupil,0.544,,,black_things,has_property,alternative,unreviewed,0.285,0.97,0.7,,Pupil is typically black in color
raven,raven,0.541,,,black_things,has_property,alternative,unreviewed,0.285,0.97,0.7,,Raven is typically black in color
Shadow,shadow,0.634,,,black_things,has_property,alternative,unreviewed,0.259,0.97,0.7,,Shadow is typically black in color
soot,soot,0.431,,,black_things,has_property,alternative,unreviewed,0.317,0.97,0.7,,Soot is typically black in color
tire,tire,0.574,,,black_things,has_property,alternative,unreviewed,0.276,0.97,0.7,,Tire is typically black in color
tuxedo,tuxedo,0.444,,,black_things,has_property,alternative,unreviewed,0.313,0.97,0.7,,Tuxedo is typically black in color
night,night,0.801,,,black_things,has_property,approved,unreviewed,0.24,0.97,0.7,,Night is typically black in color
chill,chill,0.597,,,cold_things,has_property,alternative,unreviewed,0.254,0.97,0.75,,Chill is cold by its physical nature
freezer,freezer,0.523,,,cold_things,has_property,alternative,unreviewed,0.276,0.97,0.75,,Freezer is cold by its physical nature
frost,frost,0.564,,,cold_things,has_property,alternative,unreviewed,0.264,0.97,0.75,,Frost is cold by its physical nature
glacier,glacier,0.511,,,cold_things,has_property,alternative,unreviewed,0.279,0.97,0.75,,Glacier is cold by its physical nature
hail,hail,0.56,,,cold_things,has_property,alternative,unreviewed,0.265,0.97,0.75,,Hail is cold by its physical nature
ice cube,ice cube,0.541,,,cold_things,has_property,alternative,unreviewed,0.27,0.97,0.75,"[""multiword""]",Ice cube is cold by its physical nature
iceberg,iceberg,0.479,,,cold_things,has_property,alternative,unreviewed,0.288,0.97,0.75,,Iceberg is cold by its physical nature
icicle,icicle,0.347,,,cold_things,has_property,alternative,unreviewed,0.326,0.97,0.75,"[""obscure""]",Icicle is cold by its physical nature
permafrost,permafrost,0.399,,,cold_things,has_property,alternative,unreviewed,0.311,0.97,0.75,,Permafrost is cold by its physical nature
Popsicle,popsicle,0.403,,,cold_things,has_property,alternative,unreviewed,0.31,0.97,0.75,,Popsicle is cold by its physical nature
refrigerator,refrigerator,0.516,,,cold_things,has_property,alternative,unreviewed,0.278,0.97,0.75,,Refrigerator is cold by its physical nature
sleet,sleet,0.404,,,cold_things,has_property,alternative,unreviewed,0.31,0.97,0.75,,Sleet is cold by its physical nature
slush,slush,0.427,,,cold_things,has_property,alternative,unreviewed,0.303,0.97,0.75,,Slush is cold by its physical nature
snowball,snowball,0.454,,,cold_things,has_property,alternative,unreviewed,0.295,0.97,0.75,,Snowball is cold by its physical nature
sorbet,sorbet,0.377,,,cold_things,has_property,alternative,unreviewed,0.317,0.97,0.75,,Sorbet is cold by its physical nature
ice,ice,0.714,,,cold_things,has_property,approved,unreviewed,0.225,0.97,0.75,,Ice is cold by its physical nature
ice cream,ice cream,0.639,,,cold_things,has_property,approved,unreviewed,0.242,0.97,0.75,"[""multiword""]",Ice cream is cold by its physical nature
snow,snow,0.666,,,cold_things,has_property,approved,unreviewed,0.235,0.97,0.75,,Snow is cold by its physical nature
beige,beige,0.471,,,colors,is_a,approved,unreviewed,0.13,0.97,0.95,,Beige is a basic color name
black,black,0.78,,,colors,is_a,approved,unreviewed,0.065,0.97,0.95,,Black is a basic color name
blue,blue,0.733,,,colors,is_a,approved,unreviewed,0.065,0.97,0.95,,Blue is a basic color name
Brown,brown,0.716,,,colors,is_a,approved,unreviewed,0.065,0.97,0.95,,Brown is a basic color name
crimson,crimson,0.514,,,colors,is_a,approved,unreviewed,0.118,0.97,0.95,,Crimson is a basic color name
gold,gold,0.739,,,colors,is_a,approved,unreviewed,0.065,0.97,0.95,,Gold is a basic color name
gray,gray,0.636,,,colors,is_a,approved,unreviewed,0.083,0.97,0.95,,Gray is a basic color name
green,green,0.733,green_color,The color of grass and leaves,colors,is_a,approved,unreviewed,0.065,0.97,0.95,,Green is a basic color name
indigo,indigo,0.473,,,colors,is_a,approved,unreviewed,0.13,0.97,0.95,,Indigo is a basic color name
lime,lime,0.551,,,colors,is_a,approved,unreviewed,0.108,0.97,0.95,,Lime is a basic color name
magenta,magenta,0.431,,,colors,is_a,approved,unreviewed,0.142,0.97,0.95,,Magenta is a basic color name
maroon,maroon,0.479,,,colors,is_a,approved,unreviewed,0.128,0.97,0.95,,Maroon is a basic color name
navy,navy,0.653,,,colors,is_a,approved,unreviewed,0.078,0.97,0.95,,Navy is a basic color name
olive,olive,0.584,,,colors,is_a,approved,unreviewed,0.098,0.97,0.95,,Olive is a basic color name
orange,orange,0.66,orange_color,The color between red and yellow,colors,is_a,approved,unreviewed,0.076,1.0,1.0,,Orange is a basic color name
pink,pink,0.646,,,colors,is_a,approved,unreviewed,0.08,0.97,0.95,,Pink is a basic color name
purple,purple,0.617,,,colors,is_a,approved,unreviewed,0.089,0.97,0.95,,Purple is a basic color name
red,red,0.76,,,colors,is_a,approved,unreviewed,0.065,0.97,0.95,,Red is a basic color name
silver,silver,0.687,,,colors,is_a,approved,unreviewed,0.069,0.97,0.95,,Silver is a basic color name
tan,tan,0.573,,,colors,is_a,approved,unreviewed,0.101,0.97,0.95,,Tan is a basic color name
teal,teal,0.464,,,colors,is_a,approved,unreviewed,0.132,0.97,0.95,,Teal is a basic color name
turquoise,turquoise,0.476,,,colors,is_a,approved,unreviewed,0.129,0.97,0.95,,Turquoise is a basic color name
Violet,violet,0.549,,,colors,is_a,approved,unreviewed,0.108,0.97,0.95,,Violet is a basic color name
white,white,0.787,white_color,The color of snow and milk,colors,is_a,approved,unreviewed,0.065,0.97,0.95,,White is a basic color name
yellow,yellow,0.67,,,colors,is_a,approved,unreviewed,0.074,0.97,0.95,,Yellow is a basic color name
arrow,arrow,0.59,,,fast_things,has_property,alternative,unreviewed,0.296,0.97,0.7,,Arrow is known for moving very fast
bullet,bullet,0.606,,,fast_things,has_property,alternative,unreviewed,0.292,0.97,0.7,,Bullet is known for moving very fast
cheetah,cheetah,0.457,,,fast_things,has_property,alternative,unreviewed,0.334,0.97,0.7,,Cheetah is known for moving very fast
comet,comet,0.52,,,fast_things,has_property,alternative,unreviewed,0.316,0.97,0.7,,Comet is known for moving very fast
falcon,falcon,0.534,,,fast_things,has_property,alternative,unreviewed,0.312,0.97,0.7,,Falcon is known for moving very fast
hare,hare,0.523,,,fast_things,has_property,alternative,unreviewed,0.316,0.97,0.7,,Hare is known for moving very fast
jet,jet,0.613,,,fast_things,has_property,alternative,unreviewed,0.29,0.97,0.7,,Jet is known for moving very fast
lightning,lightning,0.603,,,fast_things,has_property,alternative,unreviewed,0.293,0.97,0.7,,Lightning is known for moving very fast
motorcycle,motorcycle,0.581,,,fast_things,has_property,alternative,unreviewed,0.299,0.97,0.7,,Motorcycle is known for moving very fast
rocket,rocket,0.616,,,fast_things,has_property,alternative,unreviewed,0.289,0.97,0.7,,Rocket is known for moving very fast
sprinter,sprinter,0.456,,,fast_things,has_property,alternative,unreviewed,0.335,0.97,0.7,,Sprinter is known for moving very fast
torpedo,torpedo,0.491,,,fast_things,has_property,alternative,unreviewed,0.325,0.97,0.7,,Torpedo is known for moving very fast
race car,race car,0.704,,,fast_things,has_property,approved,unreviewed,0.265,0.97,0.7,"[""multiword""]",Race car is known for moving very fast
wind,wind,0.691,,,fast_things,has_property,approved,unreviewed,0.268,0.97,0.7,,Wind is known for moving very fast
avocado,avocado,0.493,,,green_things,has_property,alternative,unreviewed,0.299,0.97,0.7,,Avocado is typically green in color
broccoli,broccoli,0.5,,,green_things,has_property,alternative,unreviewed,0.297,0.97,0.7,,Broccoli is typically green in color
cactus,cactus,0.486,,,green_things,has_property,alternative,unreviewed,0.301,0.97,0.7,,Cactus is typically green in color
clover,clover,0.48,,,green_things,has_property,alternative,unreviewed,0.303,0.97,0.7,,Clover is typically green in color
cucumber,cucumber,0.487,,,green_things,has_property,alternative,unreviewed,0.301,0.97,0.7,,Cucumber is typically green in color
emerald,emerald,0.514,,,green_things,has_property,alternative,unreviewed,0.293,0.97,0.7,,Emerald is typically green in color
Fern,fern,0.467,,,green_things,has_property,alternative,unreviewed,0.307,0.97,0.7,,Fern is typically green in color
frog,frog,0.556,,,green_things,has_property,alternative,unreviewed,0.281,0.97,0.7,,Frog is typically green in color
grass,grass,0.626,,,green_things,has_property,alternative,unreviewed,0.261,0.97,0.7,,Grass is typically green in color
kiwi,kiwi,0.476,,,green_things,has_property,alternative,unreviewed,0.304,0.97,0.7,,Kiwi is typically green in color
leaf,leaf,0.603,,,green_things,has_property,alternative,unreviewed,0.268,0.97,0.7,,Leaf is typically green in color
lettuce,lettuce,0.509,,,green_things,has_property,alternative,unreviewed,0.295,0.97,0.7,,Lettuce is typically green in color
lime,lime,0.551,,,green_things,has_property,alternative,unreviewed,0.283,0.97,0.7,,Lime is typically green in color
mint,mint,0.56,mint_herb,A green leafy herb with a cool sharp taste,green_things,has_property,alternative,unreviewed,0.28,0.97,0.7,,Mint is typically green in color
moss,moss,0.556,,,green_things,has_property,alternative,unreviewed,0.281,0.97,0.7,,Moss is typically green in color
pea,pea,0.506,,,green_things,has_property,alternative,unreviewed,0.295,0.97,0.7,,Pea is typically green in color
pickle,pickle,0.484,,,green_things,has_property,alternative,unreviewed,0.302,0.97,0.7,,Pickle is typically green in color
shamrock,shamrock,0.41,,,green_things,has_property,alternative,unreviewed,0.323,0.97,0.7,,Shamrock is typically green in color
spinach,spinach,0.497,,,green_things,has_property,alternative,unreviewed,0.298,0.97,0.7,,Spinach is typically green in color
turtle,turtle,0.559,,,green_things,has_property,alternative,unreviewed,0.28,0.97,0.7,,Turtle is typically green in color
bone,bone,0.639,,,hard_things,has_property,alternative,unreviewed,0.282,0.97,0.7,,Bone feels hard and solid
brick,brick,0.607,,,hard_things,has_property,alternative,unreviewed,0.292,0.97,0.7,,Brick feels hard and solid
concrete,concrete,0.634,,,hard_things,has_property,alternative,unreviewed,0.284,0.97,0.7,,Concrete feels hard and solid
diamond,diamond,0.631,diamond_gem,A clear precious stone used in jewelry,hard_things,has_property,alternative,unreviewed,0.285,0.97,0.7,,Diamond feels hard and solid
granite,granite,0.551,,,hard_things,has_property,alternative,unreviewed,0.308,0.97,0.7,,Granite feels hard and solid
iron,iron,0.677,iron_metal,A hard gray metal used to make steel,hard_things,has_property,alternative,unreviewed,0.272,0.97,0.7,,Iron feels hard and solid
marble,marble,0.566,marble_stone,A hard polished stone used for building,hard_things,has_property,alternative,unreviewed,0.303,0.97,0.7,,Marble feels hard and solid
nail,nail,0.601,nail_metal,A thin pointed metal pin hammered into wood,hard_things,has_property,alternative,unreviewed,0.293,0.97,0.7,,Nail feels hard and solid
nut,nut,0.577,nut_food,A hard shelled seed that is eaten,hard_things,has_property,alternative,unreviewed,0.3,0.97,0.7,,Nut feels hard and solid
rock,rock,0.719,rock_stone,A hard lump of stone,hard_things,has_property,alternative,unreviewed,0.265,0.97,0.7,,Rock feels hard and solid
shell,shell,0.627,,,hard_things,has_property,alternative,unreviewed,0.286,0.97,0.7,,Shell feels hard and solid
tile,tile,0.531,,,hard_things,has_property,alternative,unreviewed,0.313,0.97,0.7,,Tile feels hard and solid
tooth,tooth,0.583,,,hard_things,has_property,alternative,unreviewed,0.298,0.97,0.7,,Tooth feels hard and solid
glass,glass,0.693,,,hard_things,has_property,approved,unreviewed,0.267,0.97,0.7,,Glass feels hard and solid
ice,ice,0.714,,,hard_things,has_property,approved,unreviewed,0.265,0.97,0.7,,Ice feels hard and solid
metal,metal,0.689,,,hard_things,has_property,approved,unreviewed,0.268,0.97,0.7,,Metal feels hard and solid
